,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Min,Dep_Hour,Dep_Min,Duration_total
892,1,2,1,16h 5m,1.0,8,12415.0,9,3,2019,9,25,17,20,965
893,0,3,0,8h 20m,2.0,8,5192.0,15,5,2019,23,30,15,10,500
894,0,3,0,3h 40m,1.0,8,5162.0,15,5,2019,10,30,6,50,220
895,3,2,1,9h 30m,1.0,8,9027.0,3,3,2019,16,10,6,40,570
896,4,3,0,28h 15m,1.0,5,11134.0,24,3,2019,18,10,13,55,1695
897,4,3,0,13h 20m,1.0,5,10844.0,24,5,2019,9,20,20,0,800
898,10,3,0,17h 50m,1.0,8,12890.0,24,3,2019,10,50,17,0,1070
899,4,3,0,20h 20m,1.0,8,14571.0,9,6,2019,16,20,20,0,1220
900,4,3,0,28h 5m,1.0,8,12121.0,12,5,2019,21,5,17,0,1685
901,4,2,1,15h 25m,1.0,5,12373.0,9,5,2019,4,25,13,0,925
902,1,0,5,12h 5m,1.0,8,10972.0,9,3,2019,23,55,11,50,725
903,4,2,1,10h 20m,1.0,5,10262.0,1,6,2019,12,35,2,15,620
904,4,2,1,12h 25m,1.0,5,12898.0,27,5,2019,4,25,16,0,745
905,3,2,1,7h 35m,1.0,8,6442.0,18,5,2019,16,10,8,35,455
906,10,0,2,2h 50m,0.0,8,5403.0,3,4,2019,12,35,9,45,170
907,3,2,1,4h 35m,1.0,8,5703.0,21,4,2019,12,10,7,35,275
908,6,2,1,11h 15m,1.0,5,9871.0,9,5,2019,19,15,8,0,675
909,3,3,0,2h 35m,0.0,8,4174.0,15,4,2019,18,5,15,30,155
910,1,2,1,26h,2.0,8,11972.0,21,5,2019,19,15,17,15,1560
911,8,3,0,2h 25m,0.0,8,4174.0,18,4,2019,11,25,9,0,145
912,3,3,0,2h 35m,0.0,8,4804.0,21,5,2019,19,50,17,15,155
913,4,3,0,14h 15m,1.0,8,12681.0,1,4,2019,20,45,6,30,855
914,0,3,0,2h 35m,0.0,8,4508.0,6,6,2019,12,55,10,20,155
915,4,2,1,22h 5m,1.0,5,10262.0,3,6,2019,19,0,20,55,1325
916,6,2,1,6h 35m,1.0,8,16775.0,3,3,2019,1,35,19,0,395
917,6,2,1,8h 30m,1.0,8,7198.0,12,6,2019,1,30,17,0,510
918,4,2,1,18h 45m,2.0,8,13014.0,15,6,2019,4,25,9,40,1125
919,1,3,0,35h 15m,3.0,8,10991.0,12,5,2019,23,15,12,0,2115
920,10,1,4,2h 15m,0.0,8,3687.0,21,6,2019,9,20,7,5,135
921,0,3,0,2h 30m,0.0,8,5530.0,12,5,2019,22,25,19,55,150
922,8,3,0,2h 20m,0.0,7,3815.0,27,3,2019,0,40,22,20,140
923,1,3,0,2h 30m,0.0,8,6535.0,1,3,2019,16,45,14,15,150
924,4,2,1,7h 35m,1.0,8,17234.0,3,3,2019,4,25,20,50,455
925,4,2,1,35h 35m,2.0,8,19907.0,6,3,2019,4,25,16,50,2135
926,1,2,1,26h 30m,1.0,8,5022.0,27,3,2019,23,0,20,30,1590
927,6,2,1,11h 30m,1.0,8,6305.0,27,3,2019,15,30,4,0,690
928,4,2,1,26h 40m,2.0,5,8728.0,21,3,2019,18,50,16,10,1600
929,3,0,2,3h,0.0,8,3943.0,1,6,2019,0,15,21,15,180
930,3,4,3,1h 30m,0.0,8,3175.0,18,3,2019,18,25,16,55,90
931,4,0,5,2h 55m,0.0,8,7229.0,24,3,2019,14,5,11,10,175
932,6,2,1,14h 15m,2.0,8,8620.0,9,3,2019,21,20,7,5,855
933,1,0,5,16h 55m,1.0,8,10657.0,9,3,2019,22,45,5,50,1015
934,4,0,5,12h 20m,1.0,5,7832.0,21,3,2019,20,20,8,0,740
935,4,2,1,29h 35m,2.0,5,11150.0,27,6,2019,19,0,13,25,1775
936,4,0,5,20h 20m,1.0,8,25735.0,1,3,2019,19,10,22,50,1220
937,4,2,1,8h 25m,2.0,8,16263.0,9,5,2019,4,25,20,0,505
938,6,2,1,13h 50m,1.0,5,5797.0,24,6,2019,1,30,11,40,830
939,4,2,1,10h,2.0,8,14237.0,6,6,2019,4,25,18,25,600
940,4,2,1,19h 25m,1.0,5,10262.0,9,6,2019,4,25,9,0,1165
941,4,2,1,28h,1.0,5,10262.0,9,6,2019,19,0,15,0,1680
942,3,0,2,2h 50m,0.0,8,3943.0,12,5,2019,6,50,4,0,170
943,4,2,1,17h 20m,1.0,5,12898.0,21,5,2019,12,35,19,15,1040
944,3,0,2,2h 45m,0.0,8,3419.0,15,5,2019,4,15,1,30,165
945,3,0,5,2h 55m,0.0,8,8033.0,15,3,2019,0,15,21,20,175
946,4,0,5,13h 25m,1.0,8,27992.0,1,3,2019,19,10,5,45,805
947,4,3,0,12h 55m,1.0,8,13941.0,12,5,2019,10,5,21,10,775
948,4,3,0,9h 45m,1.0,8,14388.0,21,5,2019,4,40,18,55,585
949,4,3,0,21h 25m,1.0,5,10844.0,12,5,2019,16,20,18,55,1285
950,3,2,1,15h 40m,1.0,8,11600.0,3,3,2019,22,20,6,40,940
951,3,1,4,2h 20m,0.0,8,5277.0,6,6,2019,0,25,22,5,140
952,4,2,1,14h 25m,1.0,5,10262.0,3,6,2019,4,25,14,0,865
953,3,0,5,2h 50m,0.0,8,6144.0,3,3,2019,6,50,4,0,170
954,4,2,1,6h 35m,1.0,5,12898.0,3,6,2019,4,25,21,50,395
955,4,3,0,22h 10m,1.0,8,13941.0,12,5,2019,4,40,6,30,1330
956,4,2,1,14h 25m,1.0,5,12373.0,18,5,2019,4,25,14,0,865
957,8,3,0,2h 30m,0.0,7,3841.0,3,4,2019,19,40,17,10,150
958,1,3,0,23h 35m,2.0,8,10697.0,18,5,2019,7,55,8,20,1415
959,4,0,5,13h 5m,1.0,8,26890.0,1,3,2019,0,45,11,40,785
960,8,4,3,1h 30m,0.0,7,2175.0,1,6,2019,14,45,13,15,90
961,3,2,1,5h 5m,1.0,8,9476.0,27,5,2019,4,35,23,30,305
962,1,4,3,1h 20m,0.0,8,3100.0,24,5,2019,22,25,21,5,80
963,4,2,1,22h 55m,2.0,5,10368.0,15,6,2019,4,25,5,30,1375
964,8,4,3,1h 30m,0.0,8,2017.0,18,5,2019,0,15,22,45,90
965,8,3,0,2h 35m,0.0,7,3841.0,15,4,2019,9,30,6,55,155
966,1,2,1,37h 20m,2.0,8,10493.0,21,5,2019,19,15,5,55,2240
967,8,0,5,2h 50m,0.0,8,5126.0,9,3,2019,8,35,5,45,170
968,3,0,2,2h 50m,0.0,8,3943.0,18,6,2019,2,20,23,30,170
969,1,2,1,36h 10m,2.0,8,11552.0,6,3,2019,19,15,7,5,2170
970,1,2,1,9h 15m,1.0,8,7934.0,21,3,2019,19,15,10,0,555
971,1,4,3,1h 25m,0.0,8,6092.0,1,3,2019,16,25,15,0,85
972,3,2,1,5h 5m,1.0,8,10112.0,12,6,2019,4,35,23,30,305
973,10,1,4,2h 15m,0.0,8,6627.0,9,3,2019,9,20,7,5,135
974,4,2,1,15h 10m,2.0,5,11507.0,3,6,2019,12,35,21,25,910
975,4,0,5,25h 55m,1.0,8,26890.0,1,3,2019,0,45,22,50,1555
976,4,0,5,5h 40m,1.0,8,13817.0,12,3,2019,11,25,5,45,340
977,4,3,0,7h 30m,1.0,8,13364.0,1,4,2019,4,40,21,10,450
978,10,3,0,17h 45m,1.0,8,9187.0,6,6,2019,10,45,17,0,1065
979,3,1,4,2h 20m,0.0,8,5277.0,9,5,2019,0,25,22,5,140
980,1,0,5,8h 15m,1.0,8,13492.0,12,3,2019,8,45,0,30,495
981,0,3,0,3h 40m,1.0,8,5162.0,12,6,2019,10,30,6,50,220
982,2,2,1,5h 55m,1.0,8,5897.0,9,6,2019,12,55,7,0,355
983,1,3,0,2h 30m,0.0,8,5510.0,3,6,2019,16,45,14,15,150
984,4,0,5,17h 30m,1.0,8,17261.0,6,3,2019,10,25,16,55,1050
985,6,2,1,13h 50m,1.0,8,7485.0,21,5,2019,1,30,11,40,830
986,1,1,4,2h 15m,0.0,8,4667.0,21,6,2019,13,55,11,40,135
987,4,3,0,21h 35m,1.0,8,14151.0,15,5,2019,18,0,20,25,1295
988,3,2,1,9h 30m,1.0,8,7048.0,27,5,2019,1,30,16,0,570
989,4,2,1,8h 40m,1.0,8,12557.0,21,3,2019,4,25,19,45,520
990,6,2,1,10h 25m,2.0,8,15965.0,15,6,2019,1,30,15,5,625
991,1,0,5,35h 5m,2.0,8,11791.0,3,3,2019,22,10,11,5,2105
992,6,2,1,14h 15m,2.0,8,8291.0,3,3,2019,21,20,7,5,855
993,3,0,2,3h,0.0,8,4990.0,21,4,2019,19,55,16,55,180
994,10,3,0,25h 50m,1.0,8,9135.0,12,5,2019,18,50,17,0,1550
995,0,3,0,2h 30m,0.0,8,4409.0,12,4,2019,1,20,22,50,150
996,4,3,0,8h 40m,1.0,5,10844.0,21,5,2019,4,40,20,0,520
997,6,2,1,10h,1.0,8,10407.0,27,5,2019,19,0,9,0,600
998,6,2,1,11h 30m,1.0,8,9315.0,27,5,2019,19,0,7,30,690
999,4,3,0,7h 30m,1.0,5,9663.0,24,5,2019,4,40,21,10,450
1000,3,2,1,7h,1.0,8,9264.0,21,3,2019,1,35,18,35,420
1001,8,1,4,2h 15m,0.0,8,3597.0,15,5,2019,12,0,9,45,135
1002,3,2,1,7h 5m,1.0,8,6442.0,24,6,2019,12,10,5,5,425
1003,6,2,1,8h,1.0,8,15078.0,9,5,2019,1,30,17,30,480
1004,3,3,0,5h 25m,1.0,8,6218.0,1,5,2019,23,30,18,5,325
1005,4,2,1,23h 35m,1.0,5,10262.0,12,6,2019,12,35,13,0,1415
1006,6,2,1,6h 35m,1.0,8,13677.0,9,3,2019,1,35,19,0,395
1007,4,0,2,3h,0.0,8,8016.0,24,6,2019,10,10,7,10,180
1008,4,2,1,19h 5m,1.0,5,10262.0,3,6,2019,12,35,17,30,1145
1009,8,3,0,2h 35m,0.0,8,3873.0,27,6,2019,9,30,6,55,155
1010,8,2,1,4h 30m,1.0,8,4812.0,27,6,2019,13,15,8,45,270
1011,8,4,3,1h 30m,0.0,8,2017.0,15,5,2019,0,15,22,45,90
1012,3,3,0,2h 40m,0.0,8,4462.0,21,3,2019,23,5,20,25,160
1013,1,2,1,26h 40m,2.0,8,10231.0,15,6,2019,7,40,5,0,1600
1014,1,0,5,12h 25m,1.0,8,6383.0,21,3,2019,22,55,10,30,745
1015,1,2,1,14h 25m,2.0,8,11989.0,24,6,2019,7,40,17,15,865
1016,3,0,5,2h 50m,0.0,8,7303.0,24,3,2019,21,45,18,55,170
1017,4,0,2,3h 5m,0.0,8,7229.0,21,4,2019,22,0,18,55,185
1018,4,4,3,1h 30m,0.0,5,4995.0,21,6,2019,10,15,8,45,90
1019,6,2,1,8h,1.0,8,7408.0,15,6,2019,21,0,13,0,480
1020,1,3,0,19h 45m,2.0,8,14960.0,15,5,2019,12,30,16,45,1185
1021,0,0,5,2h 45m,0.0,8,4482.0,24,3,2019,2,10,23,25,165
1022,3,2,1,9h 20m,1.0,8,6442.0,1,6,2019,16,10,6,50,560
1023,4,0,2,3h,0.0,5,6144.0,12,5,2019,11,20,8,20,180
1024,4,2,1,26h 55m,2.0,8,15129.0,27,5,2019,12,35,9,40,1615
1025,1,2,1,21h 15m,2.0,8,10231.0,21,5,2019,19,15,22,0,1275
1026,3,0,2,2h 50m,0.0,8,4823.0,3,4,2019,22,50,20,0,170
1027,3,0,2,2h 50m,0.0,8,4823.0,9,6,2019,11,20,8,30,170
1028,4,2,1,16h 55m,1.0,5,12898.0,21,5,2019,4,25,11,30,1015
1029,4,4,3,1h 30m,0.0,8,5678.0,1,5,2019,21,5,19,35,90
1030,1,2,1,25h 45m,2.0,8,14483.0,9,3,2019,7,40,5,55,1545
1031,4,4,3,1h 30m,0.0,5,2228.0,15,5,2019,21,5,19,35,90
1032,6,2,1,9h 15m,1.0,8,8018.0,15,6,2019,22,30,13,15,555
1033,6,2,1,11h 5m,1.0,5,15136.0,6,3,2019,21,0,9,55,665
1034,8,2,1,6h 20m,1.0,8,5583.0,24,4,2019,22,5,15,45,380
1035,1,2,1,28h 50m,2.0,8,13381.0,12,6,2019,19,15,14,25,1730
1036,1,0,5,27h 55m,1.0,8,7932.0,15,3,2019,10,50,6,55,1675
1037,4,3,0,12h 15m,1.0,5,7757.0,9,5,2019,8,15,20,0,735
1038,4,2,1,22h 55m,2.0,5,13029.0,18,5,2019,4,25,5,30,1375
1039,8,3,0,2h 35m,0.0,7,3841.0,9,6,2019,9,30,6,55,155
1040,1,0,5,2h 50m,0.0,8,10216.0,3,3,2019,16,10,13,20,170
1041,1,4,3,1h 20m,0.0,8,3100.0,21,5,2019,22,25,21,5,80
1042,1,2,1,26h,2.0,8,8245.0,21,3,2019,19,15,17,15,1560
1043,1,0,5,8h 45m,1.0,0,14594.0,1,3,2019,19,50,11,5,525
1044,4,2,1,18h 10m,2.0,8,14237.0,1,6,2019,12,35,18,25,1090
1045,1,3,0,14h 55m,2.0,8,13164.0,21,5,2019,23,15,8,20,895
1046,4,2,1,7h 30m,1.0,8,14924.0,9,6,2019,4,25,20,55,450
1047,4,3,0,19h 10m,1.0,5,10844.0,21,5,2019,16,20,21,10,1150
1048,4,3,0,7h 15m,1.0,5,7064.0,6,5,2019,17,35,10,20,435
1049,10,3,0,11h 40m,1.0,8,9555.0,24,5,2019,18,50,7,10,700
1050,6,2,1,8h 40m,1.0,8,7155.0,24,6,2019,19,15,10,35,520
1051,6,2,1,11h,1.0,8,12192.0,9,6,2019,19,0,8,0,660
1052,0,2,1,14h 25m,1.0,8,7353.0,18,5,2019,7,10,16,45,865
1053,3,2,1,4h 35m,1.0,8,5054.0,27,6,2019,12,10,7,35,275
1054,6,2,1,7h 40m,2.0,8,18485.0,15,6,2019,1,30,17,50,460
1055,4,3,0,11h 45m,1.0,5,10844.0,6,6,2019,18,15,6,30,705
1056,4,0,2,3h,0.0,5,6144.0,18,5,2019,11,20,8,20,180
1057,3,4,3,1h 30m,0.0,8,2754.0,1,5,2019,20,35,19,5,90
1058,6,2,1,10h 30m,1.0,8,12327.0,27,3,2019,1,35,15,5,630
1059,8,3,0,2h 35m,0.0,7,3841.0,6,5,2019,9,30,6,55,155
1060,4,2,1,5h 35m,1.0,5,12373.0,18,5,2019,4,25,22,50,335
1061,1,2,1,21h 15m,2.0,8,10231.0,21,5,2019,19,15,22,0,1275
1062,3,2,1,11h 45m,1.0,8,7318.0,21,5,2019,21,0,9,15,705
1063,4,0,5,20h,1.0,8,16736.0,6,3,2019,7,40,11,40,1200
1064,3,2,1,5h 45m,1.0,8,6195.0,9,6,2019,3,35,21,50,345
1065,8,4,3,1h 30m,0.0,8,2753.0,6,6,2019,7,15,5,45,90
1066,8,1,4,2h 35m,0.0,7,3807.0,24,3,2019,12,5,9,30,155
1067,4,2,1,47h,2.0,8,20064.0,3,3,2019,4,25,5,25,2820
1068,3,2,1,3h 15m,0.0,8,5406.0,21,6,2019,0,20,21,5,195
1069,1,2,1,21h 15m,2.0,8,10441.0,1,6,2019,19,15,22,0,1275
1070,4,3,0,13h 20m,1.0,5,8066.0,6,5,2019,9,45,20,25,800
1071,1,0,2,2h 45m,0.0,8,6961.0,27,6,2019,19,45,17,0,165
1072,10,2,1,2h 55m,0.0,8,5586.0,21,3,2019,17,50,14,55,175
1073,1,2,1,5h 20m,1.0,8,7384.0,1,6,2019,23,0,17,40,320
1074,4,0,5,21h 20m,1.0,8,20800.0,1,3,2019,9,0,11,40,1280
1075,4,3,0,5h 30m,1.0,8,13941.0,12,5,2019,12,0,6,30,330
1076,4,0,2,3h,0.0,5,5198.0,3,5,2019,11,20,8,20,180
1077,8,1,4,2h 35m,0.0,7,3807.0,18,3,2019,12,5,9,30,155
1078,6,2,1,12h 35m,1.0,8,13838.0,3,3,2019,22,20,9,45,755
1079,1,2,1,26h 20m,2.0,8,11185.0,24,6,2019,9,25,7,5,1580
1080,4,0,2,2h 55m,0.0,5,7229.0,21,6,2019,18,10,15,15,175
1081,4,2,1,6h 35m,1.0,5,10262.0,12,6,2019,4,25,21,50,395
1082,0,3,0,2h 30m,0.0,8,4384.0,9,3,2019,22,5,19,35,150
1083,4,2,1,23h 10m,2.0,8,12819.0,27,6,2019,12,35,13,25,1390
1084,4,3,0,12h 55m,1.0,5,7757.0,6,5,2019,10,5,21,10,775
1085,1,2,1,26h 30m,1.0,8,7174.0,21,4,2019,23,0,20,30,1590
1086,3,2,1,10h 35m,1.0,8,6674.0,1,6,2019,22,30,11,55,635
1087,3,4,3,1h 35m,0.0,8,2227.0,18,5,2019,21,40,20,5,95
1088,4,2,1,17h 5m,2.0,8,13014.0,12,6,2019,12,35,19,30,1025
1089,3,4,3,1h 30m,0.0,8,3175.0,21,3,2019,18,25,16,55,90
1090,3,3,0,2h 45m,0.0,8,6565.0,1,3,2019,12,20,9,35,165
1091,4,3,0,28h 40m,1.0,8,12681.0,1,4,2019,23,35,18,55,1720
1092,10,1,4,2h 15m,0.0,8,3687.0,1,6,2019,9,20,7,5,135
1093,4,4,3,1h 30m,0.0,5,3210.0,15,6,2019,21,5,19,35,90
1094,3,3,0,2h 40m,0.0,8,4778.0,6,3,2019,23,5,20,25,160
1095,6,2,1,7h 35m,1.0,8,10877.0,3,6,2019,19,0,11,25,455
1096,10,3,0,14h 25m,1.0,8,9187.0,24,5,2019,10,45,20,20,865
1097,1,0,5,25h 20m,1.0,8,6850.0,15,3,2019,23,20,22,0,1520
1098,4,3,0,9h 50m,1.0,8,14781.0,12,5,2019,18,15,8,25,590
1099,1,3,0,16h 10m,2.0,8,13227.0,6,5,2019,8,55,16,45,970
1100,10,0,2,2h 40m,0.0,8,4668.0,9,5,2019,9,40,7,0,160
1101,4,3,0,5h 30m,1.0,8,14178.0,24,5,2019,12,0,6,30,330
1102,4,3,0,16h 45m,1.0,5,8066.0,6,5,2019,9,45,17,0,1005
1103,3,0,2,2h 50m,0.0,8,3943.0,6,5,2019,15,50,13,0,170
1104,6,2,1,11h 30m,1.0,8,11200.0,1,6,2019,19,0,7,30,690
1105,4,3,0,9h 45m,1.0,5,8586.0,18,5,2019,4,40,18,55,585
1106,4,3,0,12h 55m,1.0,8,13044.0,12,6,2019,10,5,21,10,775
1107,6,2,1,10h,1.0,8,8099.0,3,6,2019,19,15,9,15,600
1108,4,2,1,10h 55m,1.0,5,10262.0,15,6,2019,4,25,17,30,655
1109,6,2,1,7h 40m,2.0,8,18275.0,24,6,2019,1,30,17,50,460
1110,6,2,1,15h,1.0,8,8475.0,27,5,2019,21,0,6,0,900
1111,8,3,0,2h 20m,0.0,8,3873.0,6,4,2019,0,40,22,20,140
1112,3,4,3,1h 30m,0.0,8,2227.0,21,6,2019,22,50,21,20,90
1113,4,2,1,38h 20m,2.0,5,16389.0,6,3,2019,19,45,5,25,2300
1114,1,0,2,2h 45m,0.0,8,5228.0,3,5,2019,8,55,6,10,165
1115,1,0,5,21h 5m,1.0,8,5092.0,21,3,2019,8,55,11,50,1265
1116,3,0,5,2h 55m,0.0,8,4777.0,9,3,2019,0,15,21,20,175
1117,0,0,5,2h 50m,0.0,8,3383.0,24,3,2019,8,40,5,50,170
1118,10,3,0,25h 55m,1.0,8,8452.0,21,5,2019,9,5,7,10,1555
1119,3,0,2,2h 50m,0.0,8,3943.0,27,5,2019,2,20,23,30,170
1120,1,4,3,1h 20m,0.0,8,3100.0,24,6,2019,22,25,21,5,80
1121,3,2,1,16h 25m,1.0,8,14871.0,6,3,2019,1,35,9,10,985
1122,4,0,2,2h 55m,0.0,8,8016.0,21,6,2019,14,5,11,10,175
1123,6,2,1,13h,1.0,8,11789.0,12,6,2019,19,0,6,0,780
1124,6,2,1,7h 20m,1.0,8,10529.0,15,5,2019,19,0,11,40,440
1125,0,0,5,2h 50m,0.0,8,5615.0,15,3,2019,8,40,5,50,170
1126,8,3,0,5h 15m,1.0,8,4649.0,6,6,2019,20,20,15,5,315
1127,1,3,0,17h 25m,2.0,8,12723.0,9,6,2019,23,15,5,50,1045
1128,4,3,0,11h 45m,1.0,5,10844.0,24,5,2019,18,15,6,30,705
1129,4,2,1,22h 5m,1.0,8,14714.0,3,6,2019,19,0,20,55,1325
1130,10,2,1,3h 10m,0.0,8,6216.0,12,6,2019,17,50,14,40,190
1131,3,3,0,2h 45m,0.0,8,4148.0,15,3,2019,12,20,9,35,165
1132,3,2,1,5h 20m,1.0,8,5647.0,6,3,2019,12,0,6,40,320
1133,4,3,0,9h 50m,1.0,5,10844.0,15,5,2019,18,15,8,25,590
1134,3,2,1,7h 5m,1.0,8,6818.0,9,5,2019,12,10,5,5,425
1135,1,2,1,20h 45m,2.0,8,13643.0,27,5,2019,7,40,10,55,1245
1136,6,2,1,14h,1.0,8,6358.0,27,3,2019,21,0,7,0,840
1137,4,2,1,6h,1.0,8,14714.0,1,6,2019,19,0,13,0,360
1138,8,2,1,4h 30m,1.0,8,6460.0,21,4,2019,13,15,8,45,270
1139,4,3,0,14h 50m,1.0,5,9663.0,12,5,2019,12,0,21,10,890
1140,4,3,0,27h 35m,1.0,8,13941.0,21,5,2019,10,5,6,30,1655
1141,4,2,1,24h,1.0,5,5963.0,27,3,2019,19,45,19,45,1440
1142,4,2,1,17h 5m,2.0,8,13014.0,15,6,2019,12,35,19,30,1025
1143,4,3,0,16h 50m,1.0,5,9663.0,9,5,2019,9,20,16,30,1010
1144,3,0,2,2h 50m,0.0,8,4423.0,6,4,2019,15,50,13,0,170
1145,4,2,1,7h 20m,2.0,8,21219.0,6,5,2019,19,0,11,40,440
1146,3,2,1,6h 55m,1.0,8,7503.0,24,5,2019,1,30,18,35,415
1147,3,3,0,2h 40m,0.0,8,4804.0,24,6,2019,0,5,21,25,160
1148,4,2,1,26h 55m,2.0,8,15129.0,9,5,2019,12,35,9,40,1615
1149,6,2,1,14h 10m,2.0,8,6197.0,27,3,2019,21,20,7,10,850
1150,8,1,4,2h 20m,0.0,8,3597.0,27,5,2019,20,5,17,45,140
1151,6,2,1,11h 45m,1.0,8,9100.0,27,3,2019,19,15,7,30,705
1152,4,4,3,1h 25m,0.0,5,4050.0,1,6,2019,8,30,7,5,85
1153,6,2,1,15h 30m,1.0,8,7723.0,6,6,2019,1,30,10,0,930
1154,4,2,1,19h 55m,2.0,8,15129.0,9,5,2019,19,0,23,5,1195
1155,4,2,1,11h,1.0,5,12373.0,18,5,2019,19,0,8,0,660
1156,3,0,2,2h 50m,0.0,8,4591.0,3,5,2019,2,20,23,30,170
1157,8,1,4,2h 15m,0.0,8,6300.0,9,3,2019,10,35,8,20,135
1158,1,0,5,2h 45m,0.0,8,5176.0,24,3,2019,19,45,17,0,165
1159,6,2,1,10h,1.0,8,12717.0,15,6,2019,19,0,9,0,600
1160,1,1,4,2h 15m,0.0,8,4405.0,18,3,2019,13,55,11,40,135
1161,8,2,1,6h 20m,1.0,8,6749.0,21,4,2019,22,5,15,45,380
1162,4,3,0,7h 15m,1.0,5,7064.0,12,5,2019,17,35,10,20,435
1163,4,2,1,5h 30m,1.0,8,16289.0,21,5,2019,12,35,7,5,330
1164,3,1,4,2h 25m,0.0,8,6297.0,15,3,2019,14,0,11,35,145
1165,4,4,3,1h 30m,0.0,8,5678.0,12,5,2019,21,5,19,35,90
1166,4,3,0,13h 20m,1.0,8,14388.0,1,5,2019,9,20,20,0,800
1167,4,0,2,2h 45m,0.0,8,7229.0,18,4,2019,8,45,6,0,165
1168,3,3,0,4h 30m,1.0,8,9806.0,24,3,2019,16,25,11,55,270
1169,3,2,1,5h 45m,1.0,8,6195.0,6,6,2019,3,35,21,50,345
1170,4,3,0,23h 20m,1.0,8,13044.0,12,6,2019,18,15,18,55,1400
1171,4,2,1,16h 40m,2.0,8,13882.0,27,6,2019,4,25,11,45,1000
1172,4,0,5,5h,1.0,5,8147.0,24,3,2019,10,45,5,45,300
1173,1,2,1,14h 25m,2.0,8,8052.0,9,4,2019,7,40,17,15,865
1174,4,3,0,13h 20m,1.0,8,14781.0,1,5,2019,19,50,6,30,800
1175,4,3,0,12h 30m,1.0,8,14151.0,24,5,2019,22,5,9,35,750
1176,3,3,0,5h 25m,1.0,8,6704.0,18,5,2019,23,30,18,5,325
1177,4,3,0,27h 35m,1.0,5,9663.0,1,5,2019,12,0,8,25,1655
1178,3,3,0,2h 35m,0.0,8,4462.0,18,3,2019,17,55,15,20,155
1179,4,2,1,17h 40m,2.0,5,8367.0,21,3,2019,4,25,10,45,1060
1180,4,2,1,21h 40m,2.0,8,13376.0,9,6,2019,4,25,6,45,1300
1181,4,3,0,13h 20m,1.0,8,13067.0,21,5,2019,9,45,20,25,800
1182,3,3,0,2h 30m,0.0,8,5224.0,21,5,2019,16,55,14,25,150
1183,6,2,1,9h 35m,1.0,8,13542.0,21,3,2019,1,35,16,0,575
1184,2,0,2,2h 55m,0.0,8,3419.0,24,5,2019,10,40,7,45,175
1185,6,2,1,11h 35m,2.0,8,10444.0,6,3,2019,21,20,9,45,695
1186,3,3,0,2h 35m,0.0,8,4804.0,1,6,2019,12,10,9,35,155
1187,4,4,3,1h 25m,0.0,5,4995.0,21,5,2019,8,30,7,5,85
1188,8,2,1,4h 55m,1.0,8,4957.0,27,4,2019,22,50,17,55,295
1189,4,2,1,7h 30m,1.0,8,15554.0,9,5,2019,4,25,20,55,450
1190,4,3,0,16h,1.0,5,9663.0,1,5,2019,12,0,20,0,960
1191,4,3,0,24h 10m,1.0,8,14151.0,18,5,2019,9,45,9,35,1450
1192,3,2,1,3h 15m,0.0,8,5601.0,6,6,2019,8,50,5,35,195
1193,6,2,1,12h 35m,1.0,8,7787.0,15,5,2019,19,15,6,40,755
1194,1,0,5,12h 5m,1.0,8,5092.0,21,3,2019,23,55,11,50,725
1195,4,3,0,12h 10m,1.0,5,10844.0,6,6,2019,9,20,21,10,730
1196,6,2,1,7h 45m,2.0,8,23583.0,9,3,2019,1,35,17,50,465
1197,1,3,0,30h 30m,2.0,8,10676.0,12,5,2019,18,30,12,0,1830
1198,8,3,0,7h 15m,1.0,8,10156.0,6,6,2019,18,30,11,15,435
1199,0,2,1,14h 25m,1.0,8,8627.0,6,3,2019,7,10,16,45,865
1200,0,3,0,2h 30m,0.0,8,4409.0,21,5,2019,12,15,9,45,150
1201,6,2,1,6h 25m,1.0,8,9646.0,18,5,2019,16,10,9,45,385
1202,4,0,5,15h,1.0,8,13817.0,12,3,2019,12,25,21,25,900
1203,1,2,1,18h 20m,2.0,8,13538.0,9,5,2019,7,40,13,20,1100
1204,1,3,0,19h 55m,2.0,8,9416.0,9,5,2019,7,55,12,0,1195
1205,4,0,2,2h 55m,0.0,8,7229.0,27,4,2019,14,5,11,10,175
1206,1,3,0,13h 15m,1.0,8,10203.0,1,5,2019,23,15,10,0,795
1207,3,2,1,8h 45m,1.0,8,6778.0,21,5,2019,0,55,16,10,525
1208,3,4,3,1h 30m,0.0,8,2754.0,15,6,2019,13,30,12,0,90
1209,1,3,0,14h 35m,2.0,8,10991.0,1,5,2019,20,25,5,50,875
1210,10,0,2,2h 50m,0.0,8,4668.0,27,5,2019,14,20,11,30,170
1211,8,2,1,4h 30m,1.0,7,5726.0,3,6,2019,13,15,8,45,270
1212,1,3,0,13h 25m,2.0,8,14960.0,12,6,2019,23,15,9,50,805
1213,1,2,1,12h 45m,1.0,8,7480.0,21,5,2019,9,25,20,40,765
1214,0,3,0,2h 30m,0.0,8,4107.0,21,5,2019,22,25,19,55,150
1215,4,3,0,24h 10m,1.0,8,11467.0,1,5,2019,9,45,9,35,1450
1216,3,2,1,5h 25m,1.0,8,5796.0,27,4,2019,7,25,2,0,325
1217,4,2,1,16h 45m,1.0,5,10262.0,6,6,2019,19,0,2,15,1005
